"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"Mokka X",2017,11310,"Automatic",29494,"Petrol",145,43.5,1.4
"Mokka",2016,9399,"Manual",15120,"Petrol",160,44.8,1.4
"Karoq",2018,19890,"Automatic",15700,"Petrol",150,50.4,1.5
"Meriva",2009,2990,"Manual",44661,"Petrol",200,42.2,1.6
"Mokka X",2017,10250,"Manual",17071,"Petrol",145,42.2,1.6
"Yaris",2018,11495,"Manual",7500,"Petrol",145,47.1,1.5
"Viva",2017,6192,"Manual",21996,"Petrol",20,62.8,1
"A3",2016,15490,"Automatic",42000,"Petrol",30,58.9,1.4
"Astra",2018,13999,"Manual",9296,"Diesel",145,62.8,1.6
"A3",2019,18530,"Semi-Auto",9961,"Diesel",145,52.3,1.6
"Astra",2019,13359,"Manual",15408,"Petrol",150,46.3,1.4
"Q3",2017,16250,"Semi-Auto",38500,"Petrol",145,47.9,1.4
"A6",2012,11500,"Automatic",66769,"Diesel",150,55.4,2
"Q2",2019,22995,"Manual",5950,"Diesel",145,47.9,1.6
"Aygo",2019,8480,"Manual",5976,"Petrol",145,56.5,1
"Octavia",2019,15195,"Manual",14781,"Petrol",145,52.3,1.5
"A6",2016,16750,"Manual",50764,"Diesel",30,61.4,2
"Corsa",2013,4350,"Manual",52243,"Petrol",125,51.4,1.2
"Corsa",2018,7799,"Manual",44740,"Petrol",145,55.4,1.4
"Q7",2018,39999,"Automatic",16861,"Diesel",145,47.9,3
"Octavia",2019,13998,"Semi-Auto",15640,"Petrol",145,61.4,1
"Rapid",2017,8485,"Manual",32657,"Diesel",0,74.3,1.6
"A1",2018,13500,"Manual",16000,"Petrol",150,67.3,1
"Fabia",2019,9129,"Manual",7884,"Petrol",145,57.7,1
"Q2",2019,22698,"Manual",9525,"Petrol",145,40.9,1.5
"Mokka",2016,10500,"Manual",9666,"Petrol",160,44.8,1.4
"Aygo",2017,6563,"Manual",20352,"Petrol",145,69,1
"Mokka X",2018,10890,"Manual",32062,"Petrol",145,47.1,1.4
"Citigo",2019,8295,"Manual",2981,"Petrol",145,67.3,1
"A3",2016,9995,"Manual",49379,"Diesel",20,70.6,1.6
"Yaris",2018,10800,"Manual",16704,"Petrol",145,56.5,1.5
"Prius",2019,23998,"Automatic",722,"Hybrid",140,64.2,1.8
"Yaris",2016,8298,"Manual",19948,"Petrol",30,58,1.3
"Corsa",2019,10995,"Manual",6560,"Petrol",145,43.5,1.4
"Aygo",2019,10695,"Automatic",1820,"Other",145,56.5,1
"Yaris",2016,12990,"Automatic",9612,"Hybrid",0,78,1.5
"Corsa",2015,7295,"Manual",28312,"Petrol",20,64.2,1
"Aygo",2018,8750,"Manual",9451,"Petrol",145,56.5,1
"A3",2019,22500,"Automatic",1863,"Petrol",145,40.9,2
"Astra",2019,13498,"Manual",8923,"Petrol",145,51.4,1.4
"Corsa",2020,15998,"Manual",10,"Petrol",145,52.3,1.2
"Corsa",2016,6999,"Manual",28400,"Petrol",30,55.4,1.4
"A3",2019,17995,"Manual",7062,"Diesel",145,49.6,1.6
"Corsa",2010,3491,"Manual",77143,"Petrol",125,53.3,1.2
"Yaris",2013,7999,"Semi-Auto",34207,"Petrol",30,55.4,1.3
"A3",2018,18995,"Manual",12350,"Petrol",145,54.3,1.5
"Mokka X",2018,11950,"Manual",16000,"Petrol",145,39.2,1.4
"Zafira",2017,11250,"Manual",23000,"Petrol",205,41.5,1.4
"Yaris",2017,11795,"Automatic",13093,"Hybrid",0,86,1.5
"Corsa",2016,8499,"Manual",21380,"Petrol",30,54.4,1.4
"Corolla",2019,17440,"Manual",6346,"Petrol",145,39.2,1.2
"RAV4",2013,8990,"Manual",70400,"Diesel",160,49.6,2.2
"Q3",2017,19242,"Semi-Auto",19416,"Petrol",145,47.9,1.4
"Q2",2018,19760,"Manual",9899,"Petrol",145,50.4,1.4
"Mokka X",2019,11499,"Manual",10618,"Petrol",145,39.2,1.4
"Aygo",2019,12995,"Semi-Auto",3868,"Petrol",150,56.5,1
"Fabia",2017,10475,"Automatic",28096,"Petrol",150,61.4,1
"Astra",2017,10990,"Manual",11981,"Diesel",0,76.3,1.6
"Mokka X",2017,10900,"Manual",32101,"Diesel",145,72.4,1.6
"Corsa",2017,5999,"Manual",44368,"Petrol",30,55.4,1.4
"Q3",2017,20495,"Manual",20250,"Diesel",145,54.3,2
"Mokka",2016,9999,"Manual",38350,"Petrol",165,44.8,1.4
"Yaris",2018,14991,"Automatic",7906,"Petrol",145,60.1,1.5
"Auris",2016,16000,"Automatic",26961,"Hybrid",0,70.6,1.8
"Aygo",2016,6295,"Manual",35336,"Petrol",0,69,1
"Citigo",2018,8295,"Manual",7033,"Petrol",145,67.3,1
"Yaris",2017,8995,"Manual",19600,"Petrol",145,58.9,1.5
"Astra",2018,10850,"Manual",32317,"Petrol",145,45.6,1.6
"Fabia",2014,4690,"Manual",92000,"Diesel",20,67.3,1.6
"Insignia",2018,16995,"Manual",13511,"Petrol",145,44.8,1.6
"A3",2019,21950,"Automatic",9406,"Diesel",145,51.4,2
"A1",2015,9798,"Manual",29554,"Diesel",0,80.7,1.6
"A1",2016,13500,"Manual",22780,"Petrol",30,58.9,1.4
"Yaris",2019,12436,"Manual",4034,"Petrol",145,47.9,1.5
"Q7",2019,50414,"Semi-Auto",4236,"Diesel",145,33.2,3
"Karoq",2018,19050,"Manual",8936,"Petrol",145,51.4,1.5
"A4",2016,15158,"Automatic",27354,"Petrol",30,55.4,2
"Superb",2017,14499,"Automatic",18391,"Petrol",145,53.3,1.4
"Octavia",2017,15990,"Manual",18250,"Petrol",150,43.5,2
"Karoq",2019,18000,"Manual",9898,"Diesel",145,62.8,1.6
"Mokka X",2017,10500,"Manual",37792,"Diesel",30,65.7,1.6
"A3",2020,24250,"Manual",23191.7500335579,"Diesel",145,52.3,1.6
"A7",2017,24500,"Semi-Auto",38519,"Diesel",145,52.3,3
"Fabia",2016,10850,"Semi-Auto",20740,"Petrol",20,60.1,1.2
"Camry",2019,25990,"Automatic",6000,"Hybrid",135,52.3,2.5
"Aygo",2017,10000,"Automatic",4560,"Petrol",150,67.3,1
"Insignia",2016,9999,"Manual",41580,"Diesel",30,62.8,2
"Q3",2019,26950,"Manual",8500,"Diesel",145,42.8,2
"A6",2016,15500,"Automatic",24744,"Diesel",125,56.5,3
"Octavia",2016,9378,"Manual",79334,"Diesel",20,70.6,2
"Aygo",2019,10382,"Manual",350,"Petrol",145,57.7,1
"Astra",2017,9791,"Manual",40560,"Petrol",145,51.4,1.4
"A5",2019,29990,"Semi-Auto",11000,"Diesel",145,48.7,2
"A5",2019,32990,"Automatic",6000,"Diesel",145,47.1,2
"Astra",2017,11540,"Automatic",18995,"Petrol",145,51.4,1.4
"A6",2019,46985,"Automatic",3510,"Diesel",145,36.2,3
"Yeti Outdoor",2017,13250,"Semi-Auto",47000,"Petrol",125,51.4,1.2
"Yaris",2018,9695,"Manual",33031,"Petrol",145,58.9,1.5
"A1",2018,16990,"Manual",8300,"Petrol",145,70.6,1.4
"Mokka X",2016,9499,"Manual",26824,"Petrol",200,42.2,1.6
"Zafira",2016,8690,"Manual",40538,"Petrol",205,42.2,1.4
"Corsa",2019,9798,"Manual",5839,"Petrol",145,43.5,1.4
"Crossland X",2017,11295,"Manual",16857,"Petrol",145,58.9,1.2
"Aygo",2019,9295,"Manual",5100,"Petrol",145,56.5,1
"Yaris",2018,14791,"Automatic",16600,"Hybrid",135,76.3,1.5
"Yeti Outdoor",2016,11498,"Manual",19212,"Diesel",30,62.8,2
"C-HR",2017,20995,"Automatic",19000,"Hybrid",135,74.3,1.8
"Q3",2014,13000,"Automatic",38403,"Diesel",200,47.9,2
"Q7",2020,51995,"Semi-Auto",3000,"Diesel",145,33.2,3
"Auris",2014,13499,"Automatic",32624,"Hybrid",0,72.4,1.8
"Superb",2018,18985,"Semi-Auto",25850,"Petrol",150,43.5,2
"A6",2017,22695,"Semi-Auto",31842,"Diesel",125,58.9,2
"Prius",2016,19798,"Automatic",12056,"Hybrid",0,85.6,1.8
"Fabia",2015,7295,"Manual",42730,"Diesel",0,78.6,1.4
"Fabia",2019,10290,"Manual",9360,"Petrol",145,61.4,1
"Q3",2018,19990,"Manual",22465,"Diesel",150,56.5,2
"Q2",2020,27591,"Semi-Auto",4455,"Diesel",150,44.8,2
"A3",2016,17481,"Semi-Auto",30522,"Petrol",30,56.5,1.4
"Q2",2018,22999,"Automatic",12210,"Petrol",145,52.3,1.4
"Crossland X",2019,10492,"Manual",16739,"Petrol",145,47.1,1.2
"Yaris",2014,6995,"Manual",58499,"Petrol",125,52.3,1.3
"Astra",2016,8998,"Manual",32477,"Petrol",125,51.4,1.4
"GTC",2015,8298,"Manual",36538,"Petrol",160,47.1,1.4
"TT",2015,16990,"Semi-Auto",46500,"Petrol",160,44.1,2
"A3",2017,12995,"Automatic",15083,"Diesel",145,72.4,1.6
"Superb",2019,28320,"Semi-Auto",100,"Diesel",145,47.1,2
"A4",2017,16700,"Manual",14615,"Petrol",145,52.3,1.4
"A6",2019,41995,"Semi-Auto",8060,"Diesel",145,37.7,3
"Yaris",2018,11475,"Automatic",21968,"Petrol",145,47.1,1.5
"Octavia",2017,10498,"Manual",48067,"Diesel",0,74.3,1.6
"A6",2020,42500,"Semi-Auto",3000,"Diesel",145,37.7,3
"Corsa",2015,6999,"Manual",20045,"Petrol",30,55.4,1.4
"A4",2016,12490,"Manual",65000,"Diesel",20,72.4,2
"Aygo",2017,6290,"Manual",17817,"Petrol",0,69,1
"A5",2017,21995,"Semi-Auto",66483,"Petrol",119.927100394705,38.2,3
"Aygo",2015,7295,"Manual",10687,"Petrol",0,69,1
"Yaris",2017,9698,"Manual",30996,"Petrol",145,56.5,1.5
"Superb",2019,25995,"Semi-Auto",13,"Petrol",145,38.2,2
"Fabia",2017,10700,"Manual",18335,"Petrol",145,58.9,1.2
"Corsa",2019,9790,"Manual",19954,"Petrol",145,44.8,1.4
"Octavia",2013,7995,"Manual",46166,"Petrol",125,53.3,1.4
"A4",2019,25000,"Semi-Auto",5000,"Petrol",145,38.7,2
"Astra",2017,8990,"Manual",34109,"Petrol",20,64.2,1
"A1",2015,10299,"Manual",31239,"Diesel",0,80.7,1.6
"Corsa",2014,4750,"Manual",51399,"Petrol",125,51.4,1.4
"A3",2017,18937,"Manual",37556,"Petrol",145,40.4,2
"Astra",2019,14345,"Manual",10,"Diesel",145,58.9,1.6
"Yaris",2014,6350,"Manual",38996,"Petrol",125,52.3,1.3
"A1",2016,11495,"Manual",8000,"Petrol",0,67.3,1
"Astra",2018,12799,"Manual",19592,"Diesel",145,72.4,1.6
"Q3",2015,20750,"Semi-Auto",29916,"Petrol",200,40.4,2
"A1",2016,12798,"Manual",30334,"Petrol",30,55.4,1.4
"Q5",2016,19000,"Automatic",23191.7500335579,"Diesel",200,47.1,2
"Corsa",2018,7100,"Manual",49649,"Petrol",145,55.4,1.4
"A1",2019,18990,"Manual",2000,"Petrol",145,48.7,1
"A6",2016,20698,"Semi-Auto",13986,"Diesel",30,61.4,2
"Auris",2017,14480,"Automatic",37452,"Hybrid",0,72.4,1.8
"Auris",2017,15990,"Automatic",29771,"Hybrid",0,70.6,1.8
"A3",2016,20250,"Manual",20587,"Petrol",200,40.4,2
"Aygo",2017,6495,"Manual",19402,"Petrol",145,69,1
"Corsa",2016,10544,"Automatic",3831,"Petrol",145,47.9,1.4
"Aygo",2020,10785,"Semi-Auto",4589,"Petrol",150,56.5,1
"A4",2019,27989,"Semi-Auto",2902,"Petrol",145,38.2,2
"A1",2018,15990,"Semi-Auto",10247,"Petrol",145,56.5,1.4
"Crossland X",2017,10999,"Manual",31000,"Petrol",145,54.3,1.2
"Yaris",2015,11500,"Automatic",14387,"Hybrid",0,78,1.5
"Q8",2019,58450,"Automatic",7000,"Diesel",145,33.6,3
"Q2",2017,17132,"Manual",15268,"Petrol",125,52.3,1.4
"Aygo",2018,9495,"Manual",11561,"Petrol",145,68.9,1
"Insignia",2018,13550,"Manual",40055,"Diesel",145,54.3,2
"Astra",2016,10800,"Manual",17617,"Petrol",125,51.4,1.4
"A4",2019,40970,"Automatic",9643,"Diesel",145,40.4,1.57628733195589
"RAV4",2012,7095,"Manual",82000,"Diesel",200,47.1,2.2
"Fabia",2017,10495,"Manual",19032,"Petrol",20,58.9,1.2
"Auris",2016,8995,"Manual",47000,"Diesel",0,83.1,1.4
"Zafira",2017,10798,"Manual",29831,"Petrol",145,41.5,1.4
"A3",2014,12990,"Manual",53134,"Petrol",20,60.1,1.4
"Crossland X",2019,16999,"Manual",13000,"Diesel",145,61.4,1.5
"Corsa",2016,8699,"Manual",7811,"Petrol",30,54.4,1.4
"Q2",2017,22692,"Semi-Auto",39000,"Diesel",145,58.9,2
"Mokka X",2018,12700,"Manual",13498,"Petrol",145,47.1,1.4
"A1",2019,22900,"Semi-Auto",1548,"Petrol",145,40.9,2
"Astra",2020,15990,"Manual",397,"Petrol",145,54.3,1.2
"Crossland X",2019,14994,"Manual",5397,"Petrol",145,47.1,1.2
"Corsa",2017,7500,"Manual",9832,"Petrol",150,55.4,1.4
"Yaris",2016,14995,"Automatic",12457,"Hybrid",0,78,1.5
"Viva",2019,7995,"Manual",8289,"Petrol",145,46.3,1
"Adam",2018,9291,"Manual",10490,"Petrol",145,57.7,1
"Meriva",2013,4700,"Manual",47256,"Petrol",165,44.8,1.4
"Aygo",2019,9995,"Manual",2845,"Petrol",145,57.7,1
"A3",2011,9695,"Manual",32300,"Petrol",235,39.2,2
"A3",2020,21450,"Manual",4541,"Diesel",150,51.4,1.6
"Zafira Tourer",2015,6795,"Manual",84280,"Diesel",20,68.9,1.6
"Astra",2019,15499,"Semi-Auto",6467,"Petrol",150,51.4,1.4
"Aygo",2016,6498,"Manual",46223,"Petrol",0,69,1
"Aygo",2016,7195,"Manual",19998,"Petrol",0,69,1
"Fabia",2017,6741,"Manual",15801,"Petrol",150,57.7,1
"Yaris",2017,9795,"Manual",22247,"Petrol",145,58.9,1.5
"Corsa",2019,10998,"Manual",7842,"Petrol",150,44.8,1.4
"Yaris",2017,9998,"Manual",18572,"Petrol",150,58.9,1.5
"Crossland X",2019,11995,"Manual",14465,"Petrol",150,44.8,1.2
"Citigo",2016,6295,"Manual",17368,"Petrol",20,62.8,1
"Mokka X",2017,12298,"Manual",13568,"Petrol",145,47.1,1.4
"A1",2016,13650,"Automatic",35500,"Petrol",30,56.5,1.4
"Aygo",2018,8250,"Manual",10696,"Petrol",145,56.5,1
"Q2",2019,25750,"Semi-Auto",6445,"Petrol",145,40.9,1.5
"Aygo",2018,6990,"Manual",18781,"Petrol",150,69,1
"Yaris",2017,8498,"Manual",16527,"Petrol",30,58,1.3
"Q5",2019,37966,"Semi-Auto",4293,"Petrol",145,32.1,2
"Astra",2020,15295,"Manual",10,"Petrol",145,54.3,1.2
"Aygo",2017,6150,"Manual",46993,"Petrol",0,69,1
"Corsa",2018,7800,"Manual",11109,"Petrol",145,55.4,1.4
"A4",2020,26995,"Manual",4000,"Petrol",145,42.2,2
"Mokka X",2018,13490,"Manual",7522,"Petrol",145,39.2,1.4
"Corsa",2015,6895,"Manual",10500,"Petrol",30,55.4,1.4
"Q7",2018,38000,"Automatic",12219,"Diesel",145,47.9,3
"RAV4",2013,9991,"Manual",63808,"Diesel",165,49.6,2.2
"Octavia",2019,17795,"Manual",4442,"Diesel",145,67.3,1.6
"Corsa",2017,8750,"Manual",6250,"Petrol",150,55.4,1.4
"Yeti Outdoor",2016,9495,"Manual",53412,"Diesel",30,62.8,2
"Yeti",2016,10300,"Manual",34770,"Petrol",125,51.4,1.2
"A4",2013,6000,"Manual",129680,"Diesel",30,64.2,2
"Yaris",2017,13490,"Automatic",20000,"Hybrid",0,78,1.5
"A4",2016,14899,"Automatic",49093,"Diesel",30,64.2,2
"Octavia",2016,10895,"Automatic",45012,"Diesel",0,74.3,1.6
"Crossland X",2018,11291,"Manual",15597,"Petrol",150,47.1,1.2
"Kodiaq",2018,22498,"Automatic",17849,"Petrol",145,44.8,1.4
"Yaris",2017,15995,"Automatic",21940,"Other",160,43.5,1.5
"Mokka X",2017,10700,"Manual",28540,"Diesel",145,65.7,1.6
"Corsa",2017,7991,"Manual",22524,"Petrol",30,55.4,1.4
"TT",2016,16298,"Manual",22697,"Diesel",30,62.8,2
"Corsa",2015,6499,"Manual",31311,"Petrol",125,54.3,1.4
"Q3",2020,28995,"Manual",1817,"Diesel",145,42.8,2
"Q3",2019,29995,"Manual",10,"Petrol",145,39.8,1.5
"Astra",2019,14000,"Manual",10800,"Petrol",145,47.9,1.4
"Corsa",2016,7640,"Manual",13045,"Petrol",30,55.4,1.4
"A5",2020,32880,"Automatic",4521,"Petrol",145,39.2,2
"A1",2019,23450,"Automatic",3700,"Petrol",145,40.9,2
"Aygo",2017,7990,"Semi-Auto",19526,"Petrol",150,67,1
"A1",2016,12000,"Manual",15167,"Petrol",0,67.3,1
"Q2",2019,32990,"Automatic",6000,"Petrol",145,33.2,2
"Aygo",2019,8295,"Manual",11283,"Petrol",145,56.5,1
"Auris",2014,9990,"Automatic",65882,"Hybrid",0,76.4,1.8
"Fabia",2019,12795,"Manual",2568,"Petrol",150,60.1,1
"Yeti Outdoor",2017,11000,"Semi-Auto",55373,"Petrol",125,51.4,1.2
"Q8",2019,56000,"Automatic",945,"Diesel",145,33.6,3
"Fabia",2018,12000,"Semi-Auto",3158,"Petrol",150,61.4,1
"Fabia",2017,6495,"Manual",16000,"Petrol",20,60.1,1
"Corsa",2014,5849,"Manual",35848,"Petrol",125,51.4,1.4
"Octavia",2019,17690,"Manual",12,"Petrol",150,48.7,1.5
"Fabia",2019,11291,"Manual",1470,"Petrol",145,61.4,1
"C-HR",2018,21995,"Automatic",17929,"Hybrid",140,74.3,1.8
"Corolla",2019,21490,"Automatic",8950,"Hybrid",135,72.4,2
"A8",2012,13290,"Automatic",64900,"Diesel",300,38.2,4.2
"Auris",2017,14995,"Automatic",14599,"Hybrid",135,78.5,1.8
"Q5",2015,18465,"Semi-Auto",33656,"Diesel",205,47.1,2
"Mokka",2015,8498,"Manual",30503,"Petrol",160,44.8,1.4
"Q3",2017,19998,"Semi-Auto",30194,"Diesel",145,55.4,2
"Yeti Outdoor",2017,12995,"Semi-Auto",34234,"Petrol",125,51.4,1.2
"Superb",2017,14890,"Manual",14728,"Diesel",145,65.7,2
"Kodiaq",2017,19990,"Manual",12008,"Diesel",150,52.3,2
"Astra",2016,10498,"Manual",14802,"Petrol",125,51.4,1.4
"Insignia",2018,16000,"Manual",6398,"Petrol",145,47.1,1.5
"A3",2018,20550,"Automatic",15044,"Diesel",145,52.3,1.6
"A3",2020,23995,"Manual",1560,"Diesel",145,55.4,2
"Yaris",2017,10790,"Automatic",11071,"Petrol",30,58,1.3
"Fabia",2017,11900,"Semi-Auto",21093,"Petrol",145,60.1,1.2
"Karoq",2019,18990,"Manual",50,"Petrol",150,43.5,1
"Crossland X",2019,13985,"Automatic",2439,"Petrol",145,44.1,1.2
"Aygo",2017,7995,"Manual",11971,"Petrol",0,68.9,1
"Q2",2018,18495,"Manual",8539,"Diesel",145,64.2,1.6
"Adam",2018,8495,"Manual",24925,"Petrol",145,53.3,1.2
"Aygo",2016,5730,"Manual",35745,"Petrol",0,69,1
"Yaris",2017,9000,"Manual",17109,"Petrol",30,58,1.3
"Q2",2019,19250,"Manual",804,"Petrol",145,47.1,1
"A1",2017,13750,"Manual",34309,"Petrol",30,55.4,1.4
"Fabia",2017,8990,"Manual",34879,"Petrol",145,64.2,1
"Superb",2019,21950,"Automatic",8279,"Diesel",150,61.4,2
"Citigo",2018,7195,"Manual",7394,"Petrol",150,64.2,1
"Auris",2017,17695,"Automatic",12000,"Hybrid",0,70.6,1.8
"Mokka",2014,5450,"Manual",86318,"Diesel",30,62.8,1.7
"Astra",2019,14000,"Manual",1,"Diesel",145,72.4,1.6
"Combo Life",2019,13887,"Manual",6526,"Petrol",145,42.2,1.2
"Kodiaq",2019,23490,"Manual",5,"Petrol",150,37.7,1.5
"Corsa",2018,7790,"Manual",10242,"Petrol",145,55.4,1.4
"Yaris",2008,1985,"Automatic",124309,"Petrol",150,48.7,1.3
"Corsa",2017,8599,"Manual",12253,"Petrol",145,54.3,1.4
"RS3",2018,34491,"Automatic",24090,"Petrol",145,34,2.5
"Q7",2016,32495,"Semi-Auto",30600,"Diesel",200,47.9,3
"A5",2018,24300,"Manual",25120,"Petrol",145,47.1,2
"Octavia",2016,9298,"Manual",53617,"Petrol",30,55.4,1.4
"Fabia",2018,10130,"Manual",9766,"Petrol",145,64.2,1
"Q5",2016,17497,"Manual",40895,"Diesel",200,48.7,2
"Octavia",2017,12999,"Automatic",30804,"Petrol",145,57.7,1.4
"Astra",2017,11000,"Manual",23117,"Petrol",145,49.6,1.4
"Rapid",2017,9295,"Manual",15255,"Petrol",145,62.8,1
"Viva",2016,5995,"Manual",20819,"Petrol",20,62.8,1
"A4",2016,15485,"Semi-Auto",37188,"Diesel",20,72.4,2
"Q2",2019,31500,"Semi-Auto",3934,"Petrol",145,33.2,2
"A5",2019,26990,"Semi-Auto",1475,"Petrol",145,39.8,2
"Adam",2019,10995,"Manual",3900,"Petrol",145,44.8,1.2
"A6",2015,10990,"Manual",70000,"Diesel",30,65.7,2
"Astra",2020,15998,"Manual",10,"Petrol",150,54.3,1.2
"RAV4",2016,23490,"Automatic",26895,"Hybrid",20,55.4,2.5
"Mokka X",2017,9500,"Manual",33723,"Petrol",145,47.1,1.4
"GTC",2016,15995,"Manual",11991,"Petrol",260,36.2,2
"Mokka X",2017,10998,"Manual",16391,"Petrol",150,47.1,1.4
"SQ5",2017,36990,"Automatic",22216,"Petrol",145,34,3
"Octavia",2017,10250,"Manual",27485,"Petrol",150,58.9,1
"Fabia",2018,9995,"Manual",17052,"Petrol",150,64.2,1
"Corsa",2019,9750,"Manual",5272,"Petrol",145,43.5,1.4
"Yaris",2018,12250,"Manual",6821,"Petrol",145,56.5,1.5
"Astra",2019,11998,"Manual",17940,"Petrol",150,51.4,1.4
"C-HR",2017,16998,"Automatic",27304,"Hybrid",135,74.3,1.8
"RAV4",2015,9998,"Manual",60998,"Diesel",125,57.6,2
"A6",2017,23890,"Semi-Auto",41000,"Diesel",145,54.3,3
"Q5",2016,19440,"Semi-Auto",58767,"Diesel",200,47.1,2
"TT",2014,17250,"Automatic",44000,"Petrol",260,36.7,2
"Astra",2019,12698,"Manual",7420,"Petrol",145,51.4,1.4
"Corsa",2013,4998,"Manual",43101,"Petrol",125,51.4,1.2
"Corsa",2015,5790,"Manual",72408,"Petrol",30,55.4,1.4
"Mokka",2016,9900,"Manual",28063,"Petrol",160,44.8,1.4
"A4",2019,26990,"Automatic",5556,"Petrol",145,38.2,2
"Corsa",2018,7699,"Manual",14160,"Petrol",145,55.4,1.4
"Auris",2016,12750,"Automatic",30823,"Hybrid",0,78.5,1.8
"Yeti Outdoor",2017,12792,"Manual",14399,"Petrol",125,51.4,1.2
"Viva",2019,7980,"Manual",1993,"Petrol",145,46.3,1
"A4",2015,10000,"Manual",61710,"Diesel",30,65.7,2
"Astra",2015,6995,"Manual",51886,"Diesel",125,61.4,2
"Zafira",2014,4420,"Manual",81010,"Petrol",235,39.2,1.8
"A4",2016,15000,"Automatic",31670,"Diesel",0,72.4,2
"Yaris",2017,9999,"Manual",1841,"Petrol",145,58.9,1.5
"Mokka",2015,9995,"Automatic",15237,"Petrol",200,40.4,1.4
"A3",2016,14999,"Manual",31254,"Petrol",30,58.9,1.4
"Crossland X",2019,16990,"Automatic",2814,"Diesel",145,55.4,1.5
"Prius",2008,4490,"Automatic",120000,"Hybrid",10,65.7,1.5
"RAV4",2017,19990,"Automatic",29802,"Hybrid",135,55.4,2.5
"Mokka X",2019,12398,"Manual",12421,"Petrol",145,39.2,1.4
"A3",2019,21490,"Semi-Auto",12152,"Petrol",150,42.2,1.5
"Aygo",2017,8195,"Manual",11669,"Petrol",0,68.9,1
"Astra",2016,8490,"Manual",34402,"Petrol",20,64.2,1
"C-HR",2018,22491,"Automatic",12800,"Hybrid",135,74.3,1.8
"Insignia",2014,8191,"Manual",46302,"Diesel",30,62.8,2
"Crossland X",2018,9591,"Manual",15486,"Petrol",150,54.3,1.2
"A6",2019,28800,"Automatic",3545,"Diesel",145,47.9,2
"Mokka",2016,10995,"Manual",36000,"Petrol",200,42.2,1.6
"Mokka X",2018,12249,"Manual",13000,"Diesel",145,68.9,1.6
"A4",2019,24500,"Manual",5000,"Petrol",145,40.4,2
"Q3",2016,21995,"Semi-Auto",40254,"Petrol",205,40.4,2
"A6",2018,24850,"Semi-Auto",15552,"Diesel",145,56.5,2
"Kodiaq",2019,22998,"Manual",7954,"Diesel",145,52.3,2
"A3",2019,28950,"Semi-Auto",8679,"Petrol",145,34.9,2
"A3",2017,19490,"Semi-Auto",28744,"Petrol",145,56.5,1.5
"Yaris",2014,7058,"Manual",36992,"Petrol",30,58.9,1
"Astra",2020,18390,"Manual",30,"Petrol",145,53.3,1.2
"Q3",2015,15890,"Automatic",33737,"Diesel",160,50.4,2
"Aygo",2017,6498,"Manual",20949,"Petrol",145,69,1
"Corsa",2019,10990,"Manual",1003,"Petrol",145,43.5,1.4
"Meriva",2011,3995,"Automatic",55000,"Diesel",235,44.1,1.7
"Aygo",2015,5610,"Manual",33344,"Petrol",0,69,1
"Karoq",2018,16991,"Manual",15423,"Diesel",145,62.8,1.6
"Insignia",2018,15490,"Automatic",10000,"Petrol",145,47.1,1.5
"Corsa",2017,8500,"Manual",28966,"Petrol",145,54.3,1.4
"Yaris",2018,13495,"Automatic",10386,"Hybrid",135,76.3,1.5
"Yeti Outdoor",2015,9370,"Semi-Auto",53719,"Petrol",125,51.4,1.2
"C-HR",2019,22995,"Manual",2265,"Petrol",145,41.5,1.2
"Auris",2017,10498,"Manual",15770,"Petrol",30,58.9,1.2
"Karoq",2018,21991,"Semi-Auto",16989,"Diesel",145,54.3,2
"A4",2018,24490,"Automatic",16953,"Petrol",145,48.7,2
"C-HR",2018,16100,"Manual",7780,"Petrol",145,47.9,1.2
"Zafira",2016,9790,"Automatic",45000,"Petrol",205,40.9,1.4
"Yeti Outdoor",2017,15495,"Semi-Auto",18897,"Petrol",125,51.4,1.2
"A3",2015,15000,"Semi-Auto",40092,"Petrol",20,60.1,1.4
"Yaris",2015,11498,"Automatic",15281,"Hybrid",0,78,1.5
"Corsa",2018,9200,"Manual",12397,"Petrol",150,54.3,1.4
"Avensis",2015,8495,"Manual",51500,"Diesel",30,61.4,2
"Mokka X",2017,8550,"Manual",56399,"Diesel",30,65.7,1.6
"Insignia",2016,9510,"Manual",10662,"Diesel",0,74.3,1.6
"A1",2013,8495,"Manual",67000,"Petrol",30,55.4,1.2
"Grandland X",2019,19500,"Manual",2238,"Petrol",145,44.1,1.2
"Kodiaq",2019,23750,"Automatic",15140,"Diesel",150,49.6,2
"Astra",2018,14000,"Manual",12347,"Petrol",150,45.6,1.6
"Yaris",2017,9750,"Manual",13297,"Petrol",150,58.9,1.5
"Aygo",2015,5750,"Manual",26968,"Petrol",0,69,1
"Fabia",2019,11495,"Manual",3500,"Petrol",145,51.4,1
"Astra",2017,10790,"Manual",26320,"Diesel",20,72.4,1.6
"A3",2019,19111,"Semi-Auto",10325,"Diesel",150,54.3,1.6
"TT",2018,16498,"Manual",34170,"Petrol",150,47.1,1.8
"Kodiaq",2019,24999,"Automatic",2895,"Diesel",145,45.6,2
"Corsa",2017,7475,"Manual",20616,"Petrol",0,78.5,1.4
"Q2",2018,23245,"Automatic",7442,"Petrol",145,52.3,1.4
"Astra",2017,10495,"Manual",25430,"Diesel",145,72.4,1.6
"A3",2018,21499,"Manual",4012,"Petrol",150,42.2,1.5
